sender,recver,channel,interactions,date
67,78,slack,6,2020-01-05
67,73,slack,3,2020-01-05
67,26,slack,5,2020-01-05
67,98,slack,7,2020-01-05
67,12,slack,4,2020-01-05
67,68,email,1,2020-01-05
67,16,zoom,2,2020-01-05
67,69,email,0,2020-01-05
67,71,zoom,0,2020-01-05
67,99,slack,7,2020-01-05
67,69,email,2,2020-01-05
67,50,zoom,1,2020-01-05
67,78,zoom,2,2020-01-05
67,76,slack,5,2020-01-05
67,64,slack,2,2020-01-05
68,82,email,1,2020-01-05
68,44,zoom,2,2020-01-05
68,75,zoom,11,2020-01-05
68,24,slack,10,2020-01-05
68,26,zoom,2,2020-01-05
68,78,zoom,2,2020-01-05
68,69,email,3,2020-01-05
68,71,slack,7,2020-01-05
68,66,zoom,2,2020-01-05
68,73,zoom,3,2020-01-05
68,9,zoom,2,2020-01-05
68,59,email,2,2020-01-05
68,71,email,6,2020-01-05
69,49,zoom,5,2020-01-05
69,62,slack,10,2020-01-05
69,80,email,3,2020-01-05
69,70,zoom,0,2020-01-05
69,94,email,2,2020-01-05
70,15,zoom,1,2020-01-05
70,78,slack,11,2020-01-05
70,3,email,3,2020-01-05
70,60,email,4,2020-01-05
70,66,zoom,0,2020-01-05
70,77,zoom,1,2020-01-05
70,26,slack,12,2020-01-05
70,67,zoom,1,2020-01-05
70,71,email,1,2020-01-05
70,0,zoom,1,2020-01-05
70,65,slack,12,2020-01-05
70,89,email,3,2020-01-05
70,79,email,5,2020-01-05
70,78,zoom,2,2020-01-05
71,83,email,1,2020-01-05
71,69,zoom,6,2020-01-05
71,83,zoom,0,2020-01-05
71,63,zoom,4,2020-01-05
71,26,zoom,1,2020-01-05
71,76,slack,11,2020-01-05
71,23,zoom,2,2020-01-05
71,68,zoom,2,2020-01-05
71,91,slack,15,2020-01-05
71,8,slack,9,2020-01-05
71,91,slack,11,2020-01-05
71,63,email,6,2020-01-05
71,78,zoom,4,2020-01-05
71,40,email,0,2020-01-05
71,54,slack,11,2020-01-05
71,79,slack,7,2020-01-05
71,5,slack,20,2020-01-05
71,70,slack,11,2020-01-05
72,49,email,1,2020-01-05
72,73,email,3,2020-01-05
72,71,email,5,2020-01-05
72,75,slack,8,2020-01-05
72,90,zoom,4,2020-01-05
72,65,email,3,2020-01-05
73,63,slack,12,2020-01-05
73,66,email,3,2020-01-05
73,73,slack,15,2020-01-05
73,67,slack,11,2020-01-05
73,94,email,2,2020-01-05
73,50,slack,4,2020-01-05
73,64,email,7,2020-01-05
74,71,zoom,2,2020-01-05
75,30,email,4,2020-01-05
75,64,zoom,4,2020-01-05
75,36,zoom,0,2020-01-05
75,61,email,1,2020-01-05
75,45,slack,7,2020-01-05
75,66,slack,12,2020-01-05
75,60,email,5,2020-01-05
76,67,slack,9,2020-01-05
76,60,slack,11,2020-01-05
76,67,slack,5,2020-01-05
77,89,zoom,0,2020-01-05
77,12,email,4,2020-01-05
77,25,zoom,1,2020-01-05
77,57,slack,9,2020-01-05
77,39,zoom,3,2020-01-05
77,64,zoom,1,2020-01-05
77,64,zoom,1,2020-01-05
77,77,slack,9,2020-01-05
77,44,email,4,2020-01-05
77,64,email,2,2020-01-05
78,55,email,4,2020-01-05
78,68,slack,16,2020-01-05
78,79,zoom,1,2020-01-05
78,65,email,4,2020-01-05
78,58,slack,13,2020-01-05
78,11,slack,16,2020-01-05
79,72,email,8,2020-01-05
79,67,email,2,2020-01-05
79,68,email,4,2020-01-05
79,67,slack,9,2020-01-05
79,31,zoom,2,2020-01-05
79,69,email,3,2020-01-05
79,61,email,10,2020-01-05
79,28,email,3,2020-01-05
79,9,zoom,2,2020-01-05
80,72,zoom,1,2020-01-05
80,74,slack,8,2020-01-05
80,64,zoom,3,2020-01-05
80,74,slack,6,2020-01-05
80,80,email,6,2020-01-05
80,84,slack,10,2020-01-05
81,98,slack,6,2020-01-05
81,83,email,2,2020-01-05
81,98,email,8,2020-01-05
81,71,zoom,3,2020-01-05
81,97,email,4,2020-01-05
81,98,slack,12,2020-01-05
81,85,slack,5,2020-01-05
81,87,email,3,2020-01-05
82,81,zoom,4,2020-01-05
82,5,email,1,2020-01-05
82,91,email,6,2020-01-05
82,84,slack,5,2020-01-05
82,94,email,3,2020-01-05
82,94,zoom,1,2020-01-05
82,23,slack,7,2020-01-05
82,88,email,9,2020-01-05
82,22,slack,13,2020-01-05
82,36,zoom,0,2020-01-05
82,81,zoom,1,2020-01-05
82,96,zoom,3,2020-01-05
82,35,zoom,3,2020-01-05
82,98,slack,3,2020-01-05
82,85,slack,13,2020-01-05
82,83,zoom,2,2020-01-05
82,61,slack,6,2020-01-05
82,56,zoom,1,2020-01-05
82,94,zoom,3,2020-01-05
82,97,email,3,2020-01-05
83,0,slack,7,2020-01-05
83,54,zoom,1,2020-01-05
83,9,zoom,2,2020-01-05
83,92,zoom,4,2020-01-05
83,62,slack,8,2020-01-05
83,90,email,0,2020-01-05
83,93,email,0,2020-01-05
84,82,email,1,2020-01-05
84,91,zoom,0,2020-01-05
85,86,zoom,2,2020-01-05
85,61,zoom,7,2020-01-05
85,83,email,3,2020-01-05
85,90,email,2,2020-01-05
85,98,zoom,3,2020-01-05
85,57,email,3,2020-01-05
85,87,slack,6,2020-01-05
85,99,zoom,1,2020-01-05
85,83,slack,3,2020-01-05
85,63,email,5,2020-01-05
85,95,zoom,3,2020-01-05
86,58,email,2,2020-01-05
86,99,slack,11,2020-01-05
87,43,zoom,1,2020-01-05
87,8,slack,6,2020-01-05
87,70,email,5,2020-01-05
87,89,zoom,0,2020-01-05
87,79,email,0,2020-01-05
87,18,slack,7,2020-01-05
87,69,zoom,1,2020-01-05
87,88,slack,6,2020-01-05
87,93,email,8,2020-01-05
87,18,email,2,2020-01-05
87,87,email,4,2020-01-05
87,82,zoom,1,2020-01-05
87,60,zoom,2,2020-01-05
87,82,zoom,3,2020-01-05
87,27,slack,10,2020-01-05
87,82,email,4,2020-01-05
87,45,email,2,2020-01-05
88,94,slack,8,2020-01-05
88,97,email,3,2020-01-05
88,92,zoom,3,2020-01-05
88,84,slack,13,2020-01-05
88,51,email,2,2020-01-05
88,81,zoom,0,2020-01-05
88,89,slack,12,2020-01-05
88,51,slack,7,2020-01-05
89,83,zoom,4,2020-01-05
89,88,zoom,3,2020-01-05
89,95,slack,15,2020-01-05
89,5,slack,20,2020-01-05
89,9,email,3,2020-01-05
89,99,email,4,2020-01-05
89,11,email,4,2020-01-05
89,92,zoom,0,2020-01-05
89,22,zoom,1,2020-01-05
89,45,zoom,1,2020-01-05
89,91,zoom,2,2020-01-05
89,54,zoom,2,2020-01-05
89,12,slack,19,2020-01-05
89,68,email,3,2020-01-05
89,24,email,3,2020-01-05
89,11,email,2,2020-01-05
89,60,email,6,2020-01-05
89,24,slack,10,2020-01-05
89,81,zoom,3,2020-01-05
89,25,zoom,0,2020-01-05
89,98,zoom,1,2020-01-05
89,84,email,3,2020-01-05
90,93,email,0,2020-01-05
91,97,zoom,2,2020-01-05
91,41,email,3,2020-01-05
91,87,slack,8,2020-01-05
91,35,slack,4,2020-01-05
91,86,slack,6,2020-01-05
92,95,slack,4,2020-01-05
92,3,email,5,2020-01-05
92,93,zoom,3,2020-01-05
92,87,zoom,1,2020-01-05
92,84,slack,3,2020-01-05
92,34,email,1,2020-01-05
92,83,zoom,2,2020-01-05
92,83,email,3,2020-01-05
92,7,zoom,1,2020-01-05
92,89,zoom,0,2020-01-05
92,89,email,7,2020-01-05
92,94,email,5,2020-01-05
92,95,email,4,2020-01-05
92,34,zoom,2,2020-01-05
92,80,email,3,2020-01-05
92,84,slack,4,2020-01-05
92,81,email,2,2020-01-05
92,95,zoom,1,2020-01-05
93,57,zoom,3,2020-01-05
93,75,zoom,2,2020-01-05
93,74,slack,5,2020-01-05
93,17,email,4,2020-01-05
93,85,zoom,3,2020-01-05
93,74,slack,12,2020-01-05
94,96,slack,10,2020-01-05
94,57,slack,11,2020-01-05
95,97,slack,15,2020-01-05
95,87,zoom,2,2020-01-05
95,84,zoom,1,2020-01-05
95,85,email,3,2020-01-05
95,87,slack,18,2020-01-05
96,92,zoom,1,2020-01-05
96,95,zoom,2,2020-01-05
96,19,email,1,2020-01-05
97,87,zoom,1,2020-01-05
97,90,slack,8,2020-01-05
98,70,email,2,2020-01-05
98,56,slack,6,2020-01-05
98,64,email,4,2020-01-05
98,7,zoom,1,2020-01-05
98,85,email,7,2020-01-05
98,70,email,2,2020-01-05
98,16,email,3,2020-01-05
98,93,zoom,0,2020-01-05
98,96,zoom,0,2020-01-05
98,95,zoom,1,2020-01-05
98,7,slack,5,2020-01-05
98,88,email,2,2020-01-05
98,82,email,1,2020-01-05
98,85,slack,8,2020-01-05
98,37,slack,10,2020-01-05
98,70,email,5,2020-01-05
98,98,slack,10,2020-01-05
98,23,slack,7,2020-01-05
98,92,zoom,0,2020-01-05
98,84,slack,4,2020-01-05
98,80,slack,8,2020-01-05
99,81,slack,21,2020-01-05
99,35,slack,16,2020-01-05
99,35,slack,14,2020-01-05
99,97,slack,16,2020-01-05
99,3,zoom,0,2020-01-05
99,98,email,3,2020-01-05
99,25,slack,10,2020-01-05
99,83,slack,16,2020-01-05
99,35,email,2,2020-01-05
99,42,zoom,0,2020-01-05
99,69,zoom,1,2020-01-05
99,44,slack,12,2020-01-05
99,92,slack,9,2020-01-05
99,90,slack,12,2020-01-05
99,3,zoom,1,2020-01-05
99,45,slack,15,2020-01-05
0,99,email,1,2020-01-06
0,5,slack,18,2020-01-06
0,4,slack,19,2020-01-06
0,65,zoom,2,2020-01-06
0,12,zoom,5,2020-01-06
0,0,email,6,2020-01-06
0,5,email,3,2020-01-06
0,52,email,2,2020-01-06
0,8,zoom,1,2020-01-06
0,96,slack,16,2020-01-06
1,58,email,3,2020-01-06
1,78,email,3,2020-01-06
1,91,zoom,0,2020-01-06
1,48,zoom,2,2020-01-06
1,31,email,5,2020-01-06
1,23,slack,7,2020-01-06
1,95,zoom,0,2020-01-06
1,36,email,1,2020-01-06
2,61,email,2,2020-01-06
2,4,email,4,2020-01-06
2,3,email,4,2020-01-06
2,2,slack,16,2020-01-06
2,7,zoom,2,2020-01-06
2,6,zoom,2,2020-01-06
2,51,email,1,2020-01-06
2,57,zoom,5,2020-01-06
2,87,zoom,3,2020-01-06
2,6,zoom,6,2020-01-06
2,51,email,3,2020-01-06
2,51,email,2,2020-01-06
2,30,zoom,4,2020-01-06
3,55,zoom,1,2020-01-06
3,7,zoom,9,2020-01-06
3,0,slack,9,2020-01-06
3,1,zoom,2,2020-01-06
3,52,zoom,2,2020-01-06
3,9,zoom,2,2020-01-06
4,95,email,8,2020-01-06
4,55,zoom,2,2020-01-06
4,7,slack,13,2020-01-06
4,95,zoom,1,2020-01-06
4,96,slack,8,2020-01-06
5,0,zoom,3,2020-01-06
5,52,email,2,2020-01-06
5,6,email,3,2020-01-06
5,6,slack,10,2020-01-06
5,5,zoom,1,2020-01-06
5,8,email,3,2020-01-06
5,10,zoom,7,2020-01-06
5,89,zoom,2,2020-01-06
5,86,email,5,2020-01-06
5,2,zoom,4,2020-01-06
6,89,email,4,2020-01-06
7,16,email,5,2020-01-06
7,0,slack,1,2020-01-06
7,5,email,5,2020-01-06
7,37,zoom,0,2020-01-06
7,37,email,2,2020-01-06
7,97,slack,5,2020-01-06
7,23,email,2,2020-01-06
7,37,slack,7,2020-01-06
7,69,email,3,2020-01-06
7,85,zoom,2,2020-01-06
7,8,zoom,3,2020-01-06
7,85,slack,4,2020-01-06
7,85,zoom,4,2020-01-06
7,69,email,4,2020-01-06
7,69,email,4,2020-01-06
7,16,zoom,4,2020-01-06
7,68,slack,8,2020-01-06
8,15,zoom,1,2020-01-06
8,51,email,4,2020-01-06
8,77,zoom,0,2020-01-06
8,15,zoom,0,2020-01-06
8,3,zoom,1,2020-01-06
8,96,email,1,2020-01-06
8,58,zoom,1,2020-01-06
8,15,email,3,2020-01-06
8,72,slack,11,2020-01-06
8,15,email,3,2020-01-06
8,17,zoom,0,2020-01-06
8,15,email,6,2020-01-06
9,5,zoom,1,2020-01-06
9,3,slack,5,2020-01-06
9,92,zoom,0,2020-01-06
9,3,slack,9,2020-01-06
9,4,email,2,2020-01-06
9,19,slack,4,2020-01-06
9,58,email,2,2020-01-06
9,92,email,2,2020-01-06
9,69,zoom,0,2020-01-06
9,79,zoom,0,2020-01-06
9,2,slack,12,2020-01-06
10,12,slack,16,2020-01-06
10,35,email,3,2020-01-06
11,12,slack,5,2020-01-06
11,16,zoom,2,2020-01-06
11,19,email,2,2020-01-06
11,38,slack,4,2020-01-06
11,15,email,3,2020-01-06
11,66,email,3,2020-01-06
11,17,slack,6,2020-01-06
11,11,slack,10,2020-01-06
11,23,email,0,2020-01-06
11,11,slack,9,2020-01-06
11,16,email,3,2020-01-06
11,19,zoom,1,2020-01-06
12,39,zoom,3,2020-01-06
13,81,slack,14,2020-01-06
13,15,email,6,2020-01-06
13,11,email,1,2020-01-06
13,66,slack,12,2020-01-06
13,76,email,5,2020-01-06
14,13,slack,16,2020-01-06
14,15,zoom,0,2020-01-06
14,17,zoom,1,2020-01-06
14,10,email,3,2020-01-06
14,0,slack,10,2020-01-06
14,11,email,1,2020-01-06
14,10,zoom,1,2020-01-06
14,14,zoom,3,2020-01-06
14,10,email,1,2020-01-06
14,12,email,1,2020-01-06
14,0,zoom,1,2020-01-06
15,14,zoom,3,2020-01-06
15,6,slack,5,2020-01-06
16,30,email,4,2020-01-06
16,17,zoom,2,2020-01-06
16,15,email,8,2020-01-06
16,93,zoom,2,2020-01-06
16,92,zoom,1,2020-01-06
16,22,zoom,1,2020-01-06
17,80,zoom,2,2020-01-06
17,98,slack,16,2020-01-06
17,6,email,2,2020-01-06
17,23,slack,9,2020-01-06
17,18,slack,13,2020-01-06
17,98,zoom,6,2020-01-06
17,14,email,6,2020-01-06
17,41,zoom,1,2020-01-06
17,98,slack,12,2020-01-06
17,85,zoom,1,2020-01-06
18,10,slack,5,2020-01-06
18,1,slack,10,2020-01-06
18,65,email,3,2020-01-06
18,11,zoom,1,2020-01-06
18,34,slack,14,2020-01-06
18,10,slack,9,2020-01-06
18,0,slack,11,2020-01-06
18,66,zoom,3,2020-01-06
18,67,slack,4,2020-01-06
18,1,zoom,3,2020-01-06
18,14,email,0,2020-01-06
18,15,zoom,4,2020-01-06
18,10,slack,8,2020-01-06
18,12,email,5,2020-01-06
18,29,zoom,0,2020-01-06
18,38,slack,8,2020-01-06
18,16,email,2,2020-01-06
18,19,email,4,2020-01-06
18,10,zoom,3,2020-01-06
19,15,email,2,2020-01-06
19,11,zoom,2,2020-01-06
19,13,slack,7,2020-01-06
19,0,slack,9,2020-01-06
19,12,zoom,1,2020-01-06
19,49,zoom,1,2020-01-06
19,13,slack,5,2020-01-06
19,13,zoom,0,2020-01-06
19,18,zoom,2,2020-01-06
19,16,slack,6,2020-01-06
19,12,email,2,2020-01-06
19,16,zoom,2,2020-01-06
19,68,slack,7,2020-01-06
19,68,slack,4,2020-01-06
20,22,zoom,3,2020-01-06
20,25,slack,5,2020-01-06
21,60,email,3,2020-01-06
21,20,email,3,2020-01-06
21,28,zoom,4,2020-01-06
21,24,zoom,1,2020-01-06
21,25,slack,8,2020-01-06
21,28,zoom,4,2020-01-06
21,22,slack,4,2020-01-06
21,53,slack,6,2020-01-06
21,20,email,4,2020-01-06
21,44,zoom,4,2020-01-06
21,23,slack,6,2020-01-06
22,25,email,5,2020-01-06
22,23,slack,17,2020-01-06
22,26,slack,11,2020-01-06
22,71,zoom,1,2020-01-06
22,25,email,0,2020-01-06
22,20,zoom,3,2020-01-06
22,27,zoom,1,2020-01-06
23,54,zoom,1,2020-01-06
23,23,zoom,1,2020-01-06
23,88,slack,11,2020-01-06
23,98,slack,14,2020-01-06
24,24,zoom,0,2020-01-06
24,28,email,6,2020-01-06
24,21,email,6,2020-01-06
24,21,slack,9,2020-01-06
24,27,zoom,1,2020-01-06
24,24,email,3,2020-01-06
24,24,email,6,2020-01-06
24,92,slack,7,2020-01-06
24,69,email,3,2020-01-06
24,27,slack,6,2020-01-06
24,88,email,4,2020-01-06
25,24,zoom,1,2020-01-06
25,16,email,3,2020-01-06
26,40,slack,13,2020-01-06
26,76,zoom,1,2020-01-06
26,27,zoom,5,2020-01-06
26,26,email,3,2020-01-06
26,47,email,5,2020-01-06
26,20,zoom,0,2020-01-06
26,28,email,2,2020-01-06
26,27,email,2,2020-01-06
26,60,zoom,1,2020-01-06
26,28,slack,5,2020-01-06
26,36,email,2,2020-01-06
26,99,email,1,2020-01-06
26,36,slack,10,2020-01-06
26,63,slack,10,2020-01-06
26,99,email,3,2020-01-06
26,87,email,5,2020-01-06
27,14,zoom,3,2020-01-06
27,24,slack,6,2020-01-06
27,27,zoom,2,2020-01-06
27,32,slack,3,2020-01-06
28,26,slack,9,2020-01-06
28,7,zoom,2,2020-01-06
28,19,email,3,2020-01-06
28,7,zoom,1,2020-01-06
28,27,zoom,1,2020-01-06
28,22,slack,16,2020-01-06
28,22,zoom,0,2020-01-06
28,7,zoom,3,2020-01-06
28,26,email,1,2020-01-06
28,27,email,2,2020-01-06
28,23,zoom,4,2020-01-06
28,25,zoom,3,2020-01-06
28,22,email,1,2020-01-06
28,28,slack,16,2020-01-06
29,5,zoom,0,2020-01-06
29,16,email,2,2020-01-06
29,86,zoom,2,2020-01-06
29,32,slack,13,2020-01-06
30,46,email,2,2020-01-06
30,3,zoom,2,2020-01-06
30,58,email,3,2020-01-06
30,85,zoom,1,2020-01-06
30,34,zoom,1,2020-01-06
31,7,slack,9,2020-01-06
31,97,slack,9,2020-01-06
31,11,email,0,2020-01-06
31,31,email,1,2020-01-06
31,39,email,4,2020-01-06
31,35,email,1,2020-01-06
31,52,email,3,2020-01-06
31,39,zoom,1,2020-01-06
31,36,email,0,2020-01-06
31,18,zoom,4,2020-01-06
31,46,email,2,2020-01-06
31,97,email,3,2020-01-06
31,99,email,1,2020-01-06
31,76,email,2,2020-01-06
31,34,slack,4,2020-01-06
31,89,slack,7,2020-01-06
31,51,zoom,2,2020-01-06
31,17,zoom,1,2020-01-06
31,38,email,2,2020-01-06
32,32,zoom,1,2020-01-06
32,32,slack,8,2020-01-06
32,39,email,1,2020-01-06
32,36,slack,6,2020-01-06
32,60,slack,2,2020-01-06
32,68,slack,4,2020-01-06
32,33,email,2,2020-01-06
32,35,email,2,2020-01-06
32,37,slack,6,2020-01-06
32,32,slack,7,2020-01-06
32,38,email,3,2020-01-06
32,40,email,0,2020-01-06
32,32,email,3,2020-01-06
32,37,slack,7,2020-01-06
32,68,zoom,3,2020-01-06
33,28,slack,10,2020-01-06
33,71,zoom,0,2020-01-06
33,38,email,2,2020-01-06
33,60,email,2,2020-01-06
33,30,email,0,2020-01-06
33,37,slack,6,2020-01-06
33,30,slack,9,2020-01-06
33,34,slack,9,2020-01-06
33,93,zoom,0,2020-01-06
33,60,zoom,6,2020-01-06
33,37,zoom,2,2020-01-06
33,34,slack,6,2020-01-06
33,85,slack,10,2020-01-06
33,51,slack,4,2020-01-06
33,37,email,2,2020-01-06
33,75,zoom,4,2020-01-06
33,38,zoom,2,2020-01-06
33,38,email,1,2020-01-06
33,48,email,1,2020-01-06
33,6,email,3,2020-01-06
33,33,slack,5,2020-01-06
33,92,email,5,2020-01-06
34,31,zoom,2,2020-01-06
34,37,zoom,5,2020-01-06
34,37,zoom,3,2020-01-06
34,35,zoom,4,2020-01-06
34,37,email,2,2020-01-06
34,37,email,3,2020-01-06
34,31,zoom,4,2020-01-06
34,63,zoom,2,2020-01-06
34,70,email,3,2020-01-06
34,66,email,1,2020-01-06
34,78,zoom,1,2020-01-06
34,31,slack,13,2020-01-06
35,37,email,5,2020-01-06
35,37,zoom,4,2020-01-06
35,92,email,3,2020-01-06
35,35,slack,11,2020-01-06
35,92,slack,9,2020-01-06
35,33,email,2,2020-01-06
35,35,slack,17,2020-01-06
35,38,slack,13,2020-01-06
35,37,email,6,2020-01-06
36,5,slack,12,2020-01-06
36,75,zoom,0,2020-01-06
36,31,zoom,3,2020-01-06
36,5,slack,8,2020-01-06
36,94,zoom,1,2020-01-06
36,53,slack,15,2020-01-06
36,16,slack,15,2020-01-06
37,36,slack,3,2020-01-06
37,38,slack,2,2020-01-06
37,34,zoom,2,2020-01-06
37,34,email,10,2020-01-06
37,27,email,4,2020-01-06
37,90,slack,1,2020-01-06
37,34,zoom,1,2020-01-06
37,80,zoom,1,2020-01-06
37,45,slack,4,2020-01-06
37,57,slack,4,2020-01-06
37,37,slack,7,2020-01-06
37,32,slack,3,2020-01-06
38,94,zoom,1,2020-01-06
38,37,slack,11,2020-01-06
39,87,email,3,2020-01-06
39,7,zoom,5,2020-01-06
39,18,zoom,2,2020-01-06
39,51,slack,14,2020-01-06
39,37,zoom,2,2020-01-06
39,7,zoom,6,2020-01-06
39,36,zoom,3,2020-01-06
39,35,zoom,3,2020-01-06
39,83,slack,12,2020-01-06
39,59,zoom,2,2020-01-06
39,92,zoom,1,2020-01-06
39,33,slack,19,2020-01-06
39,31,zoom,3,2020-01-06
39,64,slack,11,2020-01-06
39,74,email,2,2020-01-06
39,32,email,0,2020-01-06
39,32,zoom,4,2020-01-06
40,41,zoom,3,2020-01-06
40,45,zoom,2,2020-01-06
40,49,zoom,5,2020-01-06
40,48,zoom,5,2020-01-06
40,44,zoom,5,2020-01-06
40,42,zoom,2,2020-01-06
40,50,email,2,2020-01-06
40,49,slack,17,2020-01-06
40,55,email,6,2020-01-06
40,59,slack,12,2020-01-06
40,58,email,5,2020-01-06
40,40,slack,15,2020-01-06
40,50,email,2,2020-01-06
40,54,zoom,1,2020-01-06
40,38,slack,12,2020-01-06
40,86,email,2,2020-01-06
40,66,zoom,4,2020-01-06
40,50,email,3,2020-01-06
40,40,slack,17,2020-01-06
40,55,email,5,2020-01-06
40,66,email,3,2020-01-06
40,86,zoom,6,2020-01-06
40,24,zoom,4,2020-01-06
40,50,zoom,4,2020-01-06
41,46,slack,1,2020-01-06
41,55,zoom,5,2020-01-06
41,59,slack,3,2020-01-06
41,49,email,4,2020-01-06
42,44,email,1,2020-01-06
42,57,slack,9,2020-01-06
42,22,zoom,0,2020-01-06
42,56,zoom,1,2020-01-06
42,13,zoom,3,2020-01-06
42,54,slack,8,2020-01-06
42,53,slack,4,2020-01-06
42,23,slack,8,2020-01-06
43,50,email,4,2020-01-06
43,26,zoom,1,2020-01-06
43,41,slack,17,2020-01-06
43,53,slack,15,2020-01-06
43,48,slack,7,2020-01-06
43,51,email,1,2020-01-06
44,44,email,3,2020-01-06
44,44,email,0,2020-01-06
44,32,slack,5,2020-01-06
44,55,zoom,5,2020-01-06
44,57,zoom,3,2020-01-06
44,73,email,2,2020-01-06
44,16,slack,7,2020-01-06
44,32,slack,13,2020-01-06
44,42,slack,7,2020-01-06
44,23,email,0,2020-01-06
45,50,email,9,2020-01-06
45,44,slack,15,2020-01-06
45,49,zoom,3,2020-01-06
45,54,email,3,2020-01-06
45,62,zoom,3,2020-01-06
45,42,slack,15,2020-01-06
46,46,slack,12,2020-01-06
46,51,zoom,1,2020-01-06
46,53,email,3,2020-01-06
47,51,email,2,2020-01-06
47,45,zoom,4,2020-01-06
47,24,email,2,2020-01-06
47,56,slack,17,2020-01-06
47,54,zoom,5,2020-01-06
47,57,email,2,2020-01-06
47,56,slack,18,2020-01-06
47,49,zoom,5,2020-01-06
48,43,slack,3,2020-01-06
48,7,zoom,3,2020-01-06
48,42,zoom,4,2020-01-06
48,5,email,1,2020-01-06
48,15,email,1,2020-01-06
48,40,email,1,2020-01-06
48,95,email,3,2020-01-06
48,15,slack,5,2020-01-06
48,15,email,2,2020-01-06
48,42,slack,5,2020-01-06
49,59,email,2,2020-01-06
49,49,slack,3,2020-01-06
49,13,email,2,2020-01-06
49,48,email,1,2020-01-06
49,56,slack,7,2020-01-06
49,46,slack,7,2020-01-06
49,48,email,6,2020-01-06
49,46,email,4,2020-01-06
50,50,email,2,2020-01-06
50,96,email,1,2020-01-06
50,49,email,2,2020-01-06
50,42,slack,5,2020-01-06
50,14,slack,4,2020-01-06
50,45,email,2,2020-01-06
50,75,zoom,2,2020-01-06
50,91,zoom,1,2020-01-06
50,14,email,1,2020-01-06
50,75,slack,3,2020-01-06
50,42,slack,4,2020-01-06
50,48,slack,5,2020-01-06
50,86,slack,3,2020-01-06
50,45,zoom,6,2020-01-06
50,42,email,1,2020-01-06
50,45,email,0,2020-01-06
51,57,slack,11,2020-01-06
51,48,email,0,2020-01-06
51,47,zoom,5,2020-01-06
51,27,zoom,1,2020-01-06
51,61,slack,9,2020-01-06
51,58,email,5,2020-01-06
51,50,zoom,1,2020-01-06
51,56,zoom,2,2020-01-06
51,61,slack,12,2020-01-06
51,31,zoom,4,2020-01-06
51,44,zoom,2,2020-01-06
51,33,zoom,0,2020-01-06
51,40,zoom,2,2020-01-06
52,17,zoom,1,2020-01-06
52,51,email,3,2020-01-06
52,45,slack,20,2020-01-06
52,49,zoom,1,2020-01-06
52,43,email,5,2020-01-06
52,15,email,2,2020-01-06
52,40,zoom,3,2020-01-06
52,66,slack,17,2020-01-06
52,46,zoom,5,2020-01-06
53,56,slack,5,2020-01-06
53,50,email,6,2020-01-06
53,56,zoom,0,2020-01-06
53,48,zoom,1,2020-01-06
53,56,slack,4,2020-01-06
53,58,email,4,2020-01-06
53,52,email,2,2020-01-06
53,45,zoom,1,2020-01-06
53,43,zoom,4,2020-01-06
53,57,slack,3,2020-01-06
53,51,zoom,0,2020-01-06
53,57,email,3,2020-01-06
54,57,zoom,2,2020-01-06
54,6,slack,13,2020-01-06
54,49,slack,6,2020-01-06
54,53,slack,11,2020-01-06
54,79,email,1,2020-01-06
54,42,email,2,2020-01-06
54,41,email,2,2020-01-06
54,61,slack,10,2020-01-06
55,40,zoom,1,2020-01-06
55,5,email,2,2020-01-06
55,50,slack,3,2020-01-06
55,49,slack,14,2020-01-06
55,59,slack,14,2020-01-06
55,95,slack,8,2020-01-06
55,5,zoom,4,2020-01-06
55,43,slack,12,2020-01-06
55,41,slack,14,2020-01-06
55,52,slack,14,2020-01-06
55,51,slack,9,2020-01-06
55,40,email,1,2020-01-06
55,86,zoom,4,2020-01-06
55,81,zoom,1,2020-01-06
55,95,email,2,2020-01-06
55,47,email,1,2020-01-06
56,43,slack,6,2020-01-06
56,98,zoom,2,2020-01-06
56,50,email,4,2020-01-06
56,53,email,4,2020-01-06
56,56,slack,3,2020-01-06
56,27,email,3,2020-01-06
56,63,email,5,2020-01-06
56,44,email,7,2020-01-06
57,44,slack,12,2020-01-06
57,59,zoom,0,2020-01-06
57,51,email,2,2020-01-06
57,42,zoom,1,2020-01-06
57,48,zoom,0,2020-01-06
57,15,slack,14,2020-01-06
57,63,slack,18,2020-01-06
57,51,slack,12,2020-01-06
57,43,email,1,2020-01-06
57,87,email,5,2020-01-06
57,46,slack,12,2020-01-06
57,59,slack,15,2020-01-06
57,50,email,0,2020-01-06
57,41,slack,10,2020-01-06
57,43,zoom,2,2020-01-06
58,40,email,6,2020-01-06
58,45,email,6,2020-01-06
58,50,slack,9,2020-01-06
58,41,email,3,2020-01-06
58,47,zoom,2,2020-01-06
58,50,zoom,3,2020-01-06
58,51,slack,15,2020-01-06
59,48,slack,9,2020-01-06
59,41,zoom,0,2020-01-06
59,59,zoom,1,2020-01-06
59,90,slack,11,2020-01-06
59,45,zoom,2,2020-01-06
59,57,zoom,0,2020-01-06
59,54,email,2,2020-01-06
59,55,zoom,5,2020-01-06
59,57,slack,6,2020-01-06
60,76,email,4,2020-01-06
60,55,email,2,2020-01-06
60,48,slack,11,2020-01-06
60,57,slack,16,2020-01-06
60,71,email,4,2020-01-06
60,76,zoom,1,2020-01-06
60,72,email,4,2020-01-06
